0,2.61012e-054,1.61559e-027,7.59368e-012,1,1
0,6.5253e-055,8.07794e-028,5.69526e-012,1,1
0,1.63133e-055,4.03897e-028,4.27145e-012,1,1
0,4.07832e-056,2.01948e-028,3.20358e-012,1,1
0,1.01958e-056,1.00974e-028,2.40269e-012,1,1
0,2.54895e-057,5.04871e-029,1.80202e-012,1,1
0,6.37237e-058,2.52435e-029,1.35151e-012,1,1
0,1.59309e-058,1.26218e-029,1.01363e-012,1,1
0,3.98273e-059,6.31089e-030,7.60226e-013,1,1
0,9.95682e-060,3.15544e-030,5.70169e-013,1,1
0,2.48921e-060,1.57772e-030,4.27627e-013,1,1
0,6.22302e-061,7.88861e-031,3.2072e-013,1,1
